rfi_id,date_submitted,date_responded,discipline,category,description,source_clash,source_round
RFI-127,2025-06-01,2025-06-06,Mechanical,Coordination Issue,"Coordination issue at Zone 0-8 Level 1: Electrical-Mechanical clash near (-2006, 44931, 2731mm). Ref: Clash-8bd36bfc701a",Clash-8bd36bfc701a,1
RFI-128,2025-06-10,2025-06-16,Electrical,Coordination Issue,"Coordination issue at Zone -4-2 Level 1: Electrical-Mechanical clash near (-21973, 14283, 2731mm). Ref: Clash-07ce4f01bc94",Clash-07ce4f01bc94,1
RFI-129,2025-06-08,2025-06-09,Mechanical,Coordination Issue,"Coordination issue at Zone -6-10 Level 1: Electrical-Mechanical clash near (-32756, 51546, 2801mm). Ref: Clash-c576661e45d4",Clash-c576661e45d4,1
RFI-130,2025-06-11,,Mechanical,Coordination Issue,"Coordination issue at Zone -5-10 Level 1: Electrical-Mechanical clash near (-28946, 51627, 2801mm). Ref: Clash-3aac50ec5d06",Clash-3aac50ec5d06,1
RFI-131,2025-06-05,2025-06-15,Mechanical,Coordination Issue,"Coordination issue at Zone -3-3 Level 1: Electrical-Mechanical clash near (-16868, 19971, 2680mm). Ref: Clash-4319a08ce484",Clash-4319a08ce484,1
RFI-132,2025-06-11,,Electrical,Coordination Issue,"Coordination issue at Zone -7-9 Level 3: Electrical-Mechanical clash near (-35772, 47833, 7301mm). Ref: Clash-36b3516b958b",Clash-36b3516b958b,1
RFI-133,2025-06-09,2025-06-18,Electrical,Coordination Issue,"Coordination issue at Zone -3-9 Level 3: Electrical-Mechanical clash near (-19751, 47656, 7301mm). Ref: Clash-c0b8c72ddeab",Clash-c0b8c72ddeab,1
RFI-134,2025-06-14,2025-06-17,Electrical,Coordination Issue,"Coordination issue at Zone -6-8 Level 3: Electrical-Mechanical clash near (-34941, 42456, 7371mm). Ref: Clash-1e2611b66c0c",Clash-1e2611b66c0c,1
RFI-135,2025-06-07,,Electrical,Coordination Issue,"Coordination issue at Zone -5-2 Level 3: Electrical-Mechanical clash near (-29887, 10855, 7301mm). Ref: Clash-25b3e8a87216",Clash-25b3e8a87216,1
RFI-136,2025-06-14,2025-06-25,Mechanical,Coordination Issue,"Coordination issue at Zone -5-2 Level 3: Electrical-Mechanical clash near (-27757, 10855, 7301mm). Ref: Clash-daac6d27bde3",Clash-daac6d27bde3,1
RFI-137,2025-06-03,2025-06-07,Electrical,Coordination Issue,"Coordination issue at Zone 0-3 Level 3: Electrical-Mechanical clash near (-716, 19540, 7371mm). Ref: Clash-47003f9d45e2",Clash-47003f9d45e2,1
RFI-138,2025-06-03,2025-06-06,Mechanical,Coordination Issue,"Coordination issue at Zone -8-4 Level 3: Electrical-Mechanical clash near (-41934, 23199, 7374mm). Ref: Clash-23628ae7a276",Clash-23628ae7a276,1
RFI-139,2025-06-02,2025-06-08,Mechanical,Coordination Issue,"Coordination issue at Zone -8-7 Level 3: Electrical-Mechanical clash near (-42289, 39168, 7875mm). Ref: Clash-2a30dfb7d3de",Clash-2a30dfb7d3de,1
RFI-140,2025-06-11,2025-06-15,Mechanical,Coordination Issue,"Coordination issue at Zone -7-7 Level 1: Electrical-Mechanical clash near (-36957, 37558, 2731mm). Ref: Clash-168dd96c7252",Clash-168dd96c7252,1
RFI-141,2025-06-10,2025-06-15,Mechanical,Coordination Issue,"Coordination issue at Zone -2-3 Level 1: Electrical-Mechanical clash near (-11172, 18551, 2731mm). Ref: Clash-dba6a085cf9b",Clash-dba6a085cf9b,1
RFI-142,2025-06-16,2025-06-18,Structural,Material Substitution,"Coordination issue at Zone -1-4 Level 2: MEP-Structure clash near (-5460, 24647, 4131mm). Ref: Clash-655fb204af34",Clash-655fb204af34,2
RFI-143,2025-06-19,2025-06-23,Structural,Constructability,"Coordination issue at Zone -8-5 Level 2: MEP-Structure clash near (-40660, 25229, 4132mm). Ref: Clash-19721b573300",Clash-19721b573300,2
RFI-144,2025-06-26,2025-06-29,Mechanical,Coordination Issue,"Coordination issue at Zone -7-6 Level 2: MEP-Structure clash near (-35328, 30797, 4131mm). Ref: Clash-cfaefa07f051",Clash-cfaefa07f051,2
RFI-145,2025-06-24,2025-06-28,Structural,Material Substitution,"Coordination issue at Zone -4-4 Level 2: MEP-Structure clash near (-22794, 23080, 4279mm). Ref: Clash-2e185b4f4624",Clash-2e185b4f4624,2
RFI-146,2025-06-28,2025-07-09,Structural,Design Clarification,"Coordination issue at Zone -1-8 Level 2: MEP-Structure clash near (-8275, 44780, 4025mm). Ref: Clash-2f576e9edecd",Clash-2f576e9edecd,2
RFI-147,2025-06-28,2025-07-03,Plumbing,Design Clarification,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-1987135c3be3",Clash-1987135c3be3,2
RFI-148,2025-06-21,2025-06-23,Structural,Design Clarification,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-18a4b5aef08f",Clash-18a4b5aef08f,2
RFI-149,2025-06-19,,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-85da788cc4be",Clash-85da788cc4be,2
RFI-150,2025-06-21,2025-06-28,Plumbing,Design Clarification,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-a6b3277477f1",Clash-a6b3277477f1,2
RFI-151,2025-06-25,,Plumbing,Constructability,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-7179bdd09260",Clash-7179bdd09260,2
RFI-152,2025-06-16,2025-06-26,Plumbing,Constructability,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-cdebe17f1217",Clash-cdebe17f1217,2
RFI-153,2025-06-24,2025-07-01,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-c6e28d29c478",Clash-c6e28d29c478,2
RFI-154,2025-06-18,2025-06-25,Structural,Material Substitution,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-698258e9a27c",Clash-698258e9a27c,2
RFI-155,2025-06-20,2025-06-25,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-53ec7b5864b5",Clash-53ec7b5864b5,2
RFI-156,2025-06-17,2025-06-21,Plumbing,Constructability,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-83d87297aab8",Clash-83d87297aab8,2
RFI-157,2025-06-19,,Structural,Design Clarification,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-92750161e7c5",Clash-92750161e7c5,2
RFI-158,2025-06-28,2025-06-30,Structural,Constructability,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-e83526dd82bd",Clash-e83526dd82bd,2
RFI-159,2025-06-21,2025-06-26,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-462aa802e00a",Clash-462aa802e00a,2
RFI-160,2025-06-16,2025-06-30,Plumbing,Code Compliance,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-4d1436768af8",Clash-4d1436768af8,2
RFI-161,2025-06-20,,Structural,Code Compliance,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-1ef87b996e9b",Clash-1ef87b996e9b,2
RFI-162,2025-06-17,2025-06-21,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (660, 2958, 177mm). Ref: New-R1-019",New-R1-019,2
RFI-163,2025-06-27,2025-06-30,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1378, 2384, -530mm). Ref: New-R1-046",New-R1-046,2
RFI-164,2025-06-15,2025-06-20,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1170, 1574, -514mm). Ref: New-R1-048",New-R1-048,2
RFI-165,2025-06-20,2025-06-23,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1430, -348, 194mm). Ref: New-R1-235",New-R1-235,2
RFI-166,2025-06-16,2025-06-19,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1612, -2282, -350mm). Ref: New-R1-248",New-R1-248,2
RFI-167,2025-06-22,2025-06-26,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2541, 2079, 397mm). Ref: New-R1-335",New-R1-335,2
RFI-168,2025-06-19,2025-07-28,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2834, -971, -162mm). Ref: New-R1-383",New-R1-383,2
RFI-169,2025-06-28,2025-07-04,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1518, 1619, -152mm). Ref: New-R1-460",New-R1-460,2
RFI-170,2025-06-22,,Mechanical,Code Compliance,"Coordination issue at Zone -9-5 Level 2: MEP-Architecture clash near (-49198, 25022, 4000mm). Ref: Clash-ea9d867cef7f",Clash-ea9d867cef7f,2
RFI-171,2025-06-18,2025-06-25,Mechanical,Coordination Issue,"Coordination issue at Zone -5-4 Level 2: MEP-Architecture clash near (-29126, 21331, 4000mm). Ref: Clash-7e9998ef8c61",Clash-7e9998ef8c61,2
RFI-172,2025-06-27,2025-07-05,Architectural,Coordination Issue,"Coordination issue at Zone -8-4 Level 2: MEP-Architecture clash near (-40492, 20303, 4000mm). Ref: Clash-dd139571b31d",Clash-dd139571b31d,2
RFI-173,2025-06-27,2025-06-29,Architectural,Code Compliance,"Coordination issue at Zone -3-3 Level 3: MEP-Architecture clash near (-15398, 15737, 8820mm). Ref: Clash-44e7d324bdac",Clash-44e7d324bdac,2
RFI-174,2025-06-17,2025-06-23,Architectural,Constructability,"Coordination issue at Zone -7-8 Level 3: MEP-Architecture clash near (-36542, 42464, 8214mm). Ref: Clash-4ac9992f6e53",Clash-4ac9992f6e53,2
RFI-175,2025-06-21,2025-06-27,Architectural,Constructability,"Coordination issue at Zone -1-4 Level 2: MEP-Architecture clash near (-7518, 22771, 3619mm). Ref: Clash-03df2982e7ab",Clash-03df2982e7ab,2
RFI-176,2025-06-21,2025-07-07,Mechanical,Design Clarification,"Coordination issue at Zone -2-4 Level 3: MEP-Architecture clash near (-10199, 22912, 8820mm). Ref: Clash-aa08a85808c2",Clash-aa08a85808c2,2
RFI-177,2025-06-26,2025-07-08,Architectural,Constructability,"Coordination issue at Zone -7-9 Level 3: MEP-Architecture clash near (-35536, 46816, 7807mm). Ref: Clash-da70d897c89a",Clash-da70d897c89a,2
RFI-178,2025-06-23,2025-07-01,Architectural,Coordination Issue,"Coordination issue at Zone -8-2 Level 1: MEP-Architecture clash near (-42174, 12042, 3000mm). Ref: Clash-a2549766782f",Clash-a2549766782f,2
RFI-179,2025-06-16,2025-06-21,Architectural,Constructability,"Coordination issue at Zone -4-2 Level 1: MEP-Architecture clash near (-24047, 12763, 2706mm). Ref: Clash-74e6dedb2fd6",Clash-74e6dedb2fd6,2
RFI-180,2025-06-26,2025-06-28,Architectural,Material Substitution,"Coordination issue at Zone -8-7 Level 3: MEP-Architecture clash near (-42536, 39255, 7276mm). Ref: Clash-bc29286c2e65",Clash-bc29286c2e65,2
RFI-181,2025-06-26,2025-07-02,Mechanical,Coordination Issue,"Coordination issue at Zone -6-7 Level 3: MEP-Architecture clash near (-30658, 35940, 7276mm). Ref: Clash-283b8bcc6d59",Clash-283b8bcc6d59,2
RFI-182,2025-06-19,2025-06-24,Architectural,Design Clarification,"Coordination issue at Zone 0-3 Level 3: MEP-Architecture clash near (-2528, 18943, 7276mm). Ref: Clash-183542f7af4d",Clash-183542f7af4d,2
RFI-183,2025-06-19,2025-06-25,Architectural,Constructability,"Coordination issue at Zone -6-2 Level 3: MEP-Architecture clash near (-33120, 12657, 7276mm). Ref: Clash-2608db88f12f",Clash-2608db88f12f,2
RFI-184,2025-06-23,,Mechanical,Constructability,"Coordination issue at Zone -6-4 Level 1: MEP-Architecture clash near (-30463, 21540, 2706mm). Ref: Clash-88fbc01cc613",Clash-88fbc01cc613,2
RFI-185,2025-06-16,2025-06-29,Mechanical,Coordination Issue,"Coordination issue at Zone -3-6 Level 1: MEP-Architecture clash near (-15339, 30231, 2621mm). Ref: New-R1-039",New-R1-039,2
RFI-186,2025-06-18,2025-06-21,Architectural,Coordination Issue,"Coordination issue at Zone -2-3 Level 1: MEP-Architecture clash near (-10103, 18848, 2277mm). Ref: New-R1-100",New-R1-100,2
RFI-187,2025-06-24,2025-08-02,Mechanical,Coordination Issue,"Coordination issue at Zone -6-10 Level 1: MEP-Architecture clash near (-31018, 52713, 2754mm). Ref: New-R1-385",New-R1-385,2
RFI-188,2025-06-20,2025-07-02,Mechanical,Material Substitution,"Coordination issue at Zone -7-6 Level 2: Electrical-Mechanical clash near (-39958, 32974, 5470mm). Ref: Clash-096ddd6752cc",Clash-096ddd6752cc,2
RFI-189,2025-06-26,2025-07-17,Mechanical,Design Clarification,"Coordination issue at Zone -1-2 Level 1: Electrical-Mechanical clash near (-6528, 12879, 2801mm). Ref: Clash-272a4e87e77d",Clash-272a4e87e77d,2
RFI-190,2025-06-28,,Electrical,Design Clarification,"Coordination issue at Zone -6-5 Level 1: Electrical-Mechanical clash near (-31691, 27425, 2731mm). Ref: Clash-8e8c061bf9b7",Clash-8e8c061bf9b7,2
RFI-191,2025-06-17,2025-06-21,Electrical,Coordination Issue,"Coordination issue at Zone -9-5 Level 1: Electrical-Mechanical clash near (-47834, 26183, 2731mm). Ref: Clash-45b32cffdbab",Clash-45b32cffdbab,2
RFI-192,2025-06-23,2025-07-01,Electrical,Coordination Issue,"Coordination issue at Zone -8-4 Level 1: Electrical-Mechanical clash near (-44780, 23572, 2731mm). Ref: Clash-851ef475015e",Clash-851ef475015e,2
RFI-193,2025-06-17,2025-06-22,Mechanical,Code Compliance,"Coordination issue at Zone -5-8 Level 1: Electrical-Mechanical clash near (-27873, 43646, 2731mm). Ref: Clash-42a016c088a7",Clash-42a016c088a7,2
RFI-194,2025-06-27,2025-06-29,Mechanical,Design Clarification,"Coordination issue at Zone -6-8 Level 3: Electrical-Mechanical clash near (-32334, 40140, 7301mm). Ref: Clash-49030ab911a2",Clash-49030ab911a2,2
RFI-195,2025-06-23,2025-07-02,Mechanical,Code Compliance,"Coordination issue at Zone -7-9 Level 3: Electrical-Mechanical clash near (-39687, 49385, 7301mm). Ref: Clash-ad64e0575cf5",Clash-ad64e0575cf5,2
RFI-196,2025-06-23,2025-06-28,Mechanical,Design Clarification,"Coordination issue at Zone -5-8 Level 3: Electrical-Mechanical clash near (-25426, 42526, 7301mm). Ref: Clash-cfaf8c398b57",Clash-cfaf8c398b57,2
RFI-197,2025-06-24,,Mechanical,Code Compliance,"Coordination issue at Zone -5-5 Level 3: Electrical-Mechanical clash near (-29878, 27006, 7301mm). Ref: Clash-b24155faaf5b",Clash-b24155faaf5b,2
RFI-198,2025-06-28,2025-07-02,Mechanical,Material Substitution,"Coordination issue at Zone 0-4 Level 3: Electrical-Mechanical clash near (-716, 21654, 7371mm). Ref: Clash-e60c9cad82a3",Clash-e60c9cad82a3,2
RFI-199,2025-06-21,,Electrical,Constructability,"Coordination issue at Zone -8-8 Level 3: Electrical-Mechanical clash near (-41503, 42363, 8189mm). Ref: Clash-84e6ac27ef52",Clash-84e6ac27ef52,2
RFI-200,2025-07-10,2025-07-21,Mechanical,Coordination Issue,"Coordination issue at Zone -1-5 Level 3: MEP-Structure clash near (-8426, 27526, 7477mm). Ref: Clash-bb900fb50f2e",Clash-bb900fb50f2e,3
RFI-201,2025-07-12,2025-07-23,Structural,Coordination Issue,"Coordination issue at Zone -3-8 Level 2: MEP-Structure clash near (-18293, 40624, 4060mm). Ref: Clash-e3c7b7c08fa4-R2",Clash-e3c7b7c08fa4-R2,3
RFI-202,2025-06-30,2025-07-04,Structural,Coordination Issue,"Coordination issue at Zone -5-9 Level 2: MEP-Structure clash near (-27999, 47827, 4417mm). Ref: Clash-c16e030c8f8a-R2",Clash-c16e030c8f8a-R2,3
RFI-203,2025-07-11,2025-07-14,Structural,Coordination Issue,"Coordination issue at Zone -3-5 Level 2: MEP-Structure clash near (-19061, 25424, 4558mm). Ref: Clash-8b507831aa64-R2",Clash-8b507831aa64-R2,3
RFI-204,2025-07-11,2025-07-14,Mechanical,Coordination Issue,"Coordination issue at Zone -8-5 Level 2: MEP-Structure clash near (-42170, 29866, 4418mm). Ref: Clash-381ee43cbbb3-R2",Clash-381ee43cbbb3-R2,3
RFI-205,2025-07-08,2025-07-12,Mechanical,Coordination Issue,"Coordination issue at Zone -6-8 Level 2: MEP-Structure clash near (-31866, 42512, 3887mm). Ref: New-R2-065",New-R2-065,3
RFI-206,2025-07-06,2025-07-16,Mechanical,Coordination Issue,"Coordination issue at Zone -1-8 Level 2: MEP-Structure clash near (-6299, 44876, 4149mm). Ref: New-R2-220",New-R2-220,3
RFI-207,2025-07-09,,Mechanical,Coordination Issue,"Coordination issue at Zone -1-5 Level 2: MEP-Structure clash near (-6537, 29184, 6983mm). Ref: New-R2-234",New-R2-234,3
RFI-208,2025-07-07,2025-07-14,Mechanical,Coordination Issue,"Coordination issue at Zone -9-10 Level 2: MEP-Structure clash near (-47822, 52266, 3950mm). Ref: New-R2-292",New-R2-292,3
RFI-209,2025-07-11,2025-07-14,Mechanical,Coordination Issue,"Coordination issue at Zone -6-7 Level 2: MEP-Structure clash near (-33157, 35133, 4252mm). Ref: New-R2-660",New-R2-660,3
RFI-210,2025-07-02,2025-07-06,Structural,Coordination Issue,"Coordination issue at Zone -7-4 Level 2: MEP-Structure clash near (-37025, 21063, 4078mm). Ref: New-R2-707",New-R2-707,3
RFI-211,2025-07-01,2025-07-04,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-36441357cfbe",Clash-36441357cfbe,3
RFI-212,2025-07-06,,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-165, 2067, -233mm). Ref: Clash-1887eafb0187-R2",Clash-1887eafb0187-R2,3
RFI-213,2025-07-03,2025-07-05,Structural,Constructability,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-977082d6de4d",Clash-977082d6de4d,3
RFI-214,2025-07-10,2025-07-20,Plumbing,Material Substitution,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-dbb7867cd425",Clash-dbb7867cd425,3
RFI-215,2025-07-01,2025-07-15,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-98430680cb97",Clash-98430680cb97,3
RFI-216,2025-07-03,,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2358, -437, -328mm). Ref: Clash-ef15ad63af14-R2",Clash-ef15ad63af14-R2,3
RFI-217,2025-07-09,,Structural,Design Clarification,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-60b42f11536a",Clash-60b42f11536a,3
RFI-218,2025-07-09,2025-07-18,Plumbing,Code Compliance,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1200, 1217, -499mm). Ref: New-R1-321",New-R1-321,3
RFI-219,2025-07-03,2025-07-12,Plumbing,Design Clarification,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (178, -953, -202mm). Ref: New-R1-350",New-R1-350,3
RFI-220,2025-06-29,2025-07-02,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1249, 656, 238mm). Ref: New-R1-357",New-R1-357,3
RFI-221,2025-07-11,2025-07-15,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2406, -1955, -274mm). Ref: New-R2-097",New-R2-097,3
RFI-222,2025-07-12,2025-07-23,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-2954, -2093, -157mm). Ref: New-R2-118",New-R2-118,3
RFI-223,2025-07-08,,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2255, 1266, -396mm). Ref: New-R2-172",New-R2-172,3
RFI-224,2025-06-30,2025-07-05,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-584, -268, -279mm). Ref: New-R2-256",New-R2-256,3
RFI-225,2025-07-05,2025-07-08,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (128, 1421, 200mm). Ref: New-R2-540",New-R2-540,3
RFI-226,2025-06-29,2025-07-25,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-422, 534, 36mm). Ref: New-R2-598",New-R2-598,3
RFI-227,2025-07-12,2025-07-18,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2036, 1277, -437mm). Ref: New-R2-644",New-R2-644,3
RFI-228,2025-07-03,2025-07-11,Mechanical,Constructability,"Coordination issue at Zone -7-4 Level 2: MEP-Architecture clash near (-36134, 22718, 4251mm). Ref: Clash-aa0bbd4137d7",Clash-aa0bbd4137d7,3
RFI-229,2025-07-06,,Architectural,Code Compliance,"Coordination issue at Zone -1-7 Level 1: MEP-Architecture clash near (-7177, 35213, 3450mm). Ref: Clash-89154826a761",Clash-89154826a761,3
RFI-230,2025-07-11,,Architectural,Constructability,"Coordination issue at Zone -5-5 Level 2: MEP-Architecture clash near (-27232, 25671, 4000mm). Ref: Clash-90b00e61d8af",Clash-90b00e61d8af,3
RFI-231,2025-07-09,2025-07-12,Architectural,Material Substitution,"Coordination issue at Zone -7-5 Level 2: MEP-Architecture clash near (-39867, 28366, 4000mm). Ref: Clash-b84c9572219a",Clash-b84c9572219a,3
RFI-232,2025-07-07,2025-07-24,Mechanical,Constructability,"Coordination issue at Zone -6-11 Level 1: MEP-Architecture clash near (-30029, 56386, 2880mm). Ref: Clash-1b68477b2c6f",Clash-1b68477b2c6f,3
RFI-233,2025-07-01,2025-07-08,Mechanical,Coordination Issue,"Coordination issue at Zone -1-3 Level 3: MEP-Architecture clash near (-6330, 19424, 7276mm). Ref: Clash-5e4dfb978f36",Clash-5e4dfb978f36,3
RFI-234,2025-07-05,2025-07-08,Architectural,Code Compliance,"Coordination issue at Zone -4-5 Level 3: MEP-Architecture clash near (-21288, 27649, 7276mm). Ref: Clash-79d15cda7b75",Clash-79d15cda7b75,3
RFI-235,2025-07-07,2025-07-10,Architectural,Coordination Issue,"Coordination issue at Zone -8-6 Level 1: MEP-Architecture clash near (-41513, 32951, 2664mm). Ref: New-R2-295",New-R2-295,3
RFI-236,2025-06-30,2025-07-06,Architectural,Coordination Issue,"Coordination issue at Zone -7-7 Level 3: MEP-Architecture clash near (-35817, 35135, 7534mm). Ref: New-R2-382",New-R2-382,3
RFI-237,2025-07-11,2025-07-17,Mechanical,Coordination Issue,"Coordination issue at Zone -1-3 Level 1: MEP-Architecture clash near (-6054, 18847, 2352mm). Ref: New-R2-446",New-R2-446,3
RFI-238,2025-06-30,2025-07-23,Mechanical,Coordination Issue,"Coordination issue at Zone -7-2 Level 3: MEP-Architecture clash near (-38141, 11964, 7472mm). Ref: New-R2-541",New-R2-541,3
RFI-239,2025-07-06,2025-07-09,Architectural,Coordination Issue,"Coordination issue at Zone -1-4 Level 3: MEP-Architecture clash near (-7964, 21537, 8989mm). Ref: New-R2-557",New-R2-557,3
RFI-240,2025-07-10,2025-07-13,Architectural,Coordination Issue,"Coordination issue at Zone -9-1 Level 2: MEP-Architecture clash near (-48381, 7389, 3706mm). Ref: New-R2-594",New-R2-594,3
RFI-241,2025-07-11,2025-07-16,Electrical,Material Substitution,"Coordination issue at Zone -4-3 Level 1: Electrical-Mechanical clash near (-24646, 17856, 2731mm). Ref: Clash-dbf82459bbe0",Clash-dbf82459bbe0,3
RFI-242,2025-07-02,2025-07-04,Electrical,Design Clarification,"Coordination issue at Zone -8-3 Level 1: Electrical-Mechanical clash near (-41660, 17494, 2731mm). Ref: Clash-cfab204a0036",Clash-cfab204a0036,3
RFI-243,2025-07-01,2025-07-06,Mechanical,Design Clarification,"Coordination issue at Zone -5-10 Level 1: Electrical-Mechanical clash near (-27753, 53630, 2801mm). Ref: Clash-d77c2089dbc3",Clash-d77c2089dbc3,3
RFI-244,2025-07-03,2025-07-09,Electrical,Constructability,"Coordination issue at Zone -1-9 Level 1: Electrical-Mechanical clash near (-6204, 46301, 2731mm). Ref: Clash-b99f2d8f2fd2",Clash-b99f2d8f2fd2,3
RFI-245,2025-07-11,2025-07-25,Mechanical,Code Compliance,"Coordination issue at Zone -6-8 Level 3: Electrical-Mechanical clash near (-32409, 40065, 7371mm). Ref: Clash-eea9e6931860",Clash-eea9e6931860,3
RFI-246,2025-07-07,2025-07-10,Mechanical,Constructability,"Coordination issue at Zone -9-9 Level 3: Electrical-Mechanical clash near (-45285, 49412, 7301mm). Ref: Clash-e7ec0cd2f3a6",Clash-e7ec0cd2f3a6,3
RFI-247,2025-07-09,,Mechanical,Coordination Issue,"Coordination issue at Zone -7-9 Level 3: Electrical-Mechanical clash near (-39687, 49385, 7301mm). Ref: Clash-ad64e0575cf5",Clash-ad64e0575cf5,3
RFI-248,2025-07-10,2025-07-13,Electrical,Coordination Issue,"Coordination issue at Zone -1-8 Level 3: Electrical-Mechanical clash near (-8709, 41982, 7588mm). Ref: Clash-1f02b0e903a3-R2",Clash-1f02b0e903a3-R2,3
RFI-249,2025-07-08,,Mechanical,Design Clarification,"Coordination issue at Zone -8-9 Level 3: Electrical-Mechanical clash near (-44231, 45551, 7301mm). Ref: Clash-b1b4c9cb210b",Clash-b1b4c9cb210b,3
RFI-250,2025-07-02,2025-07-09,Electrical,Coordination Issue,"Coordination issue at Zone -4-3 Level 3: Electrical-Mechanical clash near (-24750, 17631, 7301mm). Ref: Clash-317099a31345",Clash-317099a31345,3
RFI-251,2025-07-04,2025-07-06,Electrical,Coordination Issue,"Coordination issue at Zone -1-7 Level 1: Electrical-Mechanical clash near (-9152, 37404, 2372mm). Ref: New-R2-471",New-R2-471,3
RFI-252,2025-07-11,2025-07-14,Electrical,Coordination Issue,"Coordination issue at Zone -8-3 Level 1: Electrical-Mechanical clash near (-43503, 15774, 2954mm). Ref: New-R2-608",New-R2-608,3
RFI-253,2025-06-30,2025-07-08,Mechanical,Coordination Issue,"Coordination issue at Zone -3-5 Level 2: Electrical-Mechanical clash near (-19788, 26235, 6979mm). Ref: New-R2-615",New-R2-615,3
RFI-254,2025-07-22,,Structural,Design Clarification,"Coordination issue at Zone -5-4 Level 2: MEP-Structure clash near (-29101, 21331, 4131mm). Ref: Clash-fc240e1f24fe",Clash-fc240e1f24fe,4
RFI-255,2025-07-21,2025-08-03,Structural,Design Clarification,"Coordination issue at Zone -8-8 Level 2: MEP-Structure clash near (-44283, 43083, 4227mm). Ref: Clash-1f15c909c6b4",Clash-1f15c909c6b4,4
RFI-256,2025-07-23,2025-07-30,Structural,Constructability,"Coordination issue at Zone -9-4 Level 2: MEP-Structure clash near (-45175, 23483, 3858mm). Ref: New-R1-081",New-R1-081,4
