rfi_id,date_submitted,date_responded,discipline,category,description,source_clash,source_round
RFI-129,2025-07-30,2025-07-31,Electrical,Coordination Issue,"Coordination issue at Zone 1--1 Level 1: Electrical-Mechanical clash near (6249, -7818, 1197mm). Ref: New-R4-030",New-R4-030,5
RFI-130,2025-08-08,,Mechanical,Coordination Issue,"Coordination issue at Zone 1-0 Level 2: Electrical-Mechanical clash near (5660, -2140, 3761mm). Ref: New-R4-125",New-R4-125,5
RFI-131,2025-08-05,,Plumbing,Coordination Issue,"Coordination issue at Zone 0--1 Level 1: Plumbing-Mechanical clash near (4146, -9696, 3000mm). Ref: Clash-0978e4be9e39",Clash-0978e4be9e39,5
RFI-132,2025-07-31,,Plumbing,Design Clarification,"Coordination issue at Zone 0--1 Level 1: Plumbing-Mechanical clash near (4707, -8516, -572mm). Ref: Clash-f59af977f1ee",Clash-f59af977f1ee,5
RFI-133,2025-08-02,,Mechanical,Coordination Issue,"Coordination issue at Zone 0--1 Level 1: Plumbing-Mechanical clash near (2797, -8713, 3398mm). Ref: New-R2-340",New-R2-340,5
RFI-134,2025-07-29,2025-08-08,Plumbing,Coordination Issue,"Coordination issue at Zone 1--2 Level 1: Plumbing-Mechanical clash near (6195, -10869, 2630mm). Ref: New-R4-117",New-R4-117,5
RFI-135,2025-08-02,2025-08-05,Mechanical,Coordination Issue,"Coordination issue at Zone 0--1 Level 1: Plumbing-Mechanical clash near (1086, -5712, -59mm). Ref: New-R4-119",New-R4-119,5
RFI-136,2025-07-27,2025-08-01,Mechanical,Coordination Issue,"Coordination issue at Zone 0--1 Level 1: Plumbing-Mechanical clash near (4026, -8231, 3227mm). Ref: New-R4-140",New-R4-140,5
RFI-137,2025-08-17,2025-08-28,Mechanical,Material Substitution,"Coordination issue at Zone 1-0 Level 1: MEP-Architecture clash near (5884, 1625, 3007mm). Ref: New-R3-229",New-R3-229,6
RFI-138,2025-08-15,2025-08-31,Mechanical,Coordination Issue,"Coordination issue at Zone 0--1 Level 1: MEP-Architecture clash near (4560, -9056, 3139mm). Ref: New-R5-038",New-R5-038,6
RFI-139,2025-08-23,,Electrical,Coordination Issue,"Coordination issue at Zone 2--2 Level 2: Electrical-Mechanical clash near (10351, -12116, 3772mm). Ref: New-R5-070",New-R5-070,6
RFI-140,2025-08-14,2025-08-19,Mechanical,Constructability,"Coordination issue at Zone 0--2 Level 2: Plumbing-Mechanical clash near (4090, -10595, 4661mm). Ref: Clash-f486817b3b11",Clash-f486817b3b11,6
RFI-141,2025-08-20,,Plumbing,Design Clarification,"Coordination issue at Zone 0--1 Level 1: Plumbing-Mechanical clash near (1849, -6625, -941mm). Ref: New-R3-062",New-R3-062,6
RFI-142,2025-08-20,,Plumbing,Material Substitution,"Coordination issue at Zone 0--1 Level 1: Plumbing-Mechanical clash near (4503, -8745, 2831mm). Ref: New-R4-093",New-R4-093,6
RFI-143,2025-08-23,2025-09-01,Mechanical,Code Compliance,"Coordination issue at Zone 0--1 Level 2: Plumbing-Mechanical clash near (4567, -7592, 3679mm). Ref: New-R4-165",New-R4-165,6
RFI-144,2025-08-23,2025-08-26,Plumbing,Coordination Issue,"Coordination issue at Zone 1--1 Level 1: Plumbing-Mechanical clash near (5077, -8315, 1049mm). Ref: New-R5-048",New-R5-048,6
